"uniqueID","island","site","transect","topcolor","bowlcolor","partial","other","insectorders","count"
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Araneae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Formicidae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Isoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Apoidea",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Crabronidae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Trichoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Diptera",13
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Lepidoptera",3
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Hemiptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","y",0,0,"Blattodea",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Coleoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Araneae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Formicidae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Isoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Apoidea",1
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Crabronidae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Trichoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Diptera",6
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Lepidoptera",3
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Hemiptera",5
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","y",1,0,"Blattodea",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Coleoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Araneae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Formicidae",1
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Isoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Apoidea",2
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Crabronidae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Trichoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Diptera",3
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Lepidoptera",1
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Hemiptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","r","b",0,0,"Blattodea",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Coleoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Araneae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Formicidae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Isoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Apoidea",1
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Crabronidae",1
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Trichoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Diptera",2
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Lepidoptera",2
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Hemiptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","b",0,0,"Blattodea",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Coleoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Araneae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Formicidae",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Isoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Apoidea",1
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Crabronidae",2
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Trichoptera",0
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Diptera",2
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Lepidoptera",2
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Hemiptera",2
"SaipanForbiGridL1","Saipan","ForbiGrid","L1","w","r",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Coleoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Diptera",3
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Lepidoptera",7
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Hemiptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","y",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Coleoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Apoidea",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Crabronidae",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Diptera",6
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Lepidoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Hemiptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","b",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Coleoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Isoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Apoidea",11
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Diptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Lepidoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Hemiptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","w",0,0,"Blattodea",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Coleoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Formicidae",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Apoidea",13
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Crabronidae",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Diptera",12
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Lepidoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Hemiptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","y","r",1,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Coleoptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Diptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Lepidoptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Hemiptera",3
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","y",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Coleoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Apoidea",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Crabronidae",3
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Diptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Lepidoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Hemiptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","b",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Coleoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Diptera",4
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Lepidoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Hemiptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","w",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Coleoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Diptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Lepidoptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Hemiptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","b","r",1,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Coleoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Diptera",3
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Lepidoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Hemiptera",3
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","y",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Coleoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Apoidea",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Crabronidae",9
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Diptera",4
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Lepidoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Hemiptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","b",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Coleoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Formicidae",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Trichoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Diptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Lepidoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Hemiptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","w",1,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Coleoptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Apoidea",3
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Diptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Lepidoptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Hemiptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","w","r",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Coleoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Crabronidae",4
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Diptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Lepidoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Hemiptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","y",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Coleoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Formicidae",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Apoidea",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Diptera",6
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Lepidoptera",3
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Hemiptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","b",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Coleoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Trichoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Diptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Lepidoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Hemiptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","w",0,0,"Blattodea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Coleoptera",2
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Araneae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Formicidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Isoptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Apoidea",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Crabronidae",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Trichoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Diptera",5
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Lepidoptera",1
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Hemiptera",0
"SaipanForbiGridL2","Saipan","ForbiGrid","L2","r","r",0,0,"Blattodea",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Coleoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Araneae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Formicidae",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Isoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Apoidea",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Crabronidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Trichoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Diptera",9
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Lepidoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Hemiptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","w",0,0,"Blattodea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Coleoptera",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Araneae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Formicidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Isoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Apoidea",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Crabronidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Trichoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Diptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Lepidoptera",23
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Hemiptera",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","y",0,0,"Blattodea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Coleoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Araneae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Formicidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Isoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Apoidea",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Crabronidae",2
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Trichoptera",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Diptera",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Lepidoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Hemiptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","y","r",0,0,"Blattodea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Coleoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Araneae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Formicidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Isoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Apoidea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Crabronidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Trichoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Diptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Lepidoptera",16
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Hemiptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","r",1,0,"Blattodea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Coleoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Araneae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Formicidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Isoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Apoidea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Crabronidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Trichoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Diptera",4
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Lepidoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Hemiptera",2
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","r","w",0,0,"Blattodea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Coleoptera",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Araneae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Formicidae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Isoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Apoidea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Crabronidae",2
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Trichoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Diptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Lepidoptera",11
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Hemiptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","b","y",0,0,"Blattodea",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","r",0,0,"Coleoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","r",0,0,"Araneae",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","r",0,0,"Formicidae",1
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","r",0,0,"Isoptera",0
"SaipanForbiGridL3","Saipan","ForbiGrid","L3","w","r",0,0,"Apoidea",2
