"","uniqueID","island","site","transect","topcolor","bowlcolor","insectorder","numinsects","date traps out","date traps coll"
"1595","GuamRacetrackL2","Guam","Racetrack","L2","w","w","Araneae",0,2018-01-12,2018-01-15
"1596","GuamRacetrackL2","Guam","Racetrack","L2","w","w","Isoptera",0,2018-01-12,2018-01-15
"1597","GuamRacetrackL2","Guam","Racetrack","L2","w","w","Partial",0,2018-01-12,2018-01-15
"1598","GuamRacetrackL2","Guam","Racetrack","L2","w","w","Trichoptera",0,2018-01-12,2018-01-15
"1599","GuamRacetrackL2","Guam","Racetrack","L2","w","w","other",0,2018-01-12,2018-01-15
"1600","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Diptera",0,2018-01-12,2018-01-15
"1601","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Hemiptera",0,2018-01-12,2018-01-15
"1602","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Coleoptera",0,2018-01-12,2018-01-15
"1603","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Formicidae",2,2018-01-12,2018-01-15
"1604","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Apoidea",0,2018-01-12,2018-01-15
"1605","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Crabronidae",0,2018-01-12,2018-01-15
"1606","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Lepidoptera",1,2018-01-12,2018-01-15
"1607","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Blattodea",0,2018-01-12,2018-01-15
"1608","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Araneae",1,2018-01-12,2018-01-15
"1609","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Isoptera",0,2018-01-12,2018-01-15
"1610","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Partial",0,2018-01-12,2018-01-15
"1611","GuamRacetrackL2","Guam","Racetrack","L2","w","b","Trichoptera",0,2018-01-12,2018-01-15
"1612","GuamRacetrackL2","Guam","Racetrack","L2","w","b","other",0,2018-01-12,2018-01-15
"1613","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Diptera",6,2018-01-12,2018-01-15
"1614","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Hemiptera",0,2018-01-12,2018-01-15
"1615","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Coleoptera",1,2018-01-12,2018-01-15
"1616","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Formicidae",2,2018-01-12,2018-01-15
"1617","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Apoidea",1,2018-01-12,2018-01-15
"1618","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Crabronidae",1,2018-01-12,2018-01-15
"1619","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Lepidoptera",5,2018-01-12,2018-01-15
"1620","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Blattodea",0,2018-01-12,2018-01-15
"1621","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Araneae",1,2018-01-12,2018-01-15
"1622","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Isoptera",0,2018-01-12,2018-01-15
"1623","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Partial",0,2018-01-12,2018-01-15
"1624","GuamRacetrackL2","Guam","Racetrack","L2","w","y","Trichoptera",0,2018-01-12,2018-01-15
"1625","GuamRacetrackL2","Guam","Racetrack","L2","w","y","other",0,2018-01-12,2018-01-15
"1626","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Diptera",1,2018-01-12,2018-01-15
"1627","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Hemiptera",0,2018-01-12,2018-01-15
"1628","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Coleoptera",0,2018-01-12,2018-01-15
"1629","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Formicidae",0,2018-01-12,2018-01-15
"1630","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Apoidea",0,2018-01-12,2018-01-15
"1631","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Crabronidae",0,2018-01-12,2018-01-15
"1632","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Lepidoptera",1,2018-01-12,2018-01-15
"1633","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Blattodea",0,2018-01-12,2018-01-15
"1634","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Araneae",0,2018-01-12,2018-01-15
"1635","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Isoptera",0,2018-01-12,2018-01-15
"1636","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Partial",0,2018-01-12,2018-01-15
"1637","GuamRacetrackL2","Guam","Racetrack","L2","r","y","Trichoptera",0,2018-01-12,2018-01-15
"1638","GuamRacetrackL2","Guam","Racetrack","L2","r","y","other",0,2018-01-12,2018-01-15
"1639","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Diptera",2,2018-01-12,2018-01-15
"1640","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Hemiptera",0,2018-01-12,2018-01-15
"1641","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Coleoptera",0,2018-01-12,2018-01-15
"1642","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Formicidae",0,2018-01-12,2018-01-15
"1643","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Apoidea",0,2018-01-12,2018-01-15
"1644","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Crabronidae",0,2018-01-12,2018-01-15
"1645","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Lepidoptera",1,2018-01-12,2018-01-15
"1646","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Blattodea",0,2018-01-12,2018-01-15
"1647","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Araneae",0,2018-01-12,2018-01-15
"1648","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Isoptera",0,2018-01-12,2018-01-15
"1649","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Partial",0,2018-01-12,2018-01-15
"1650","GuamRacetrackL2","Guam","Racetrack","L2","r","b","Trichoptera",0,2018-01-12,2018-01-15
"1651","GuamRacetrackL2","Guam","Racetrack","L2","r","b","other",0,2018-01-12,2018-01-15
"1652","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Diptera",0,2018-01-12,2018-01-15
"1653","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Hemiptera",0,2018-01-12,2018-01-15
"1654","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Coleoptera",0,2018-01-12,2018-01-15
"1655","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Formicidae",0,2018-01-12,2018-01-15
"1656","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Apoidea",0,2018-01-12,2018-01-15
"1657","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Crabronidae",0,2018-01-12,2018-01-15
"1658","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Lepidoptera",0,2018-01-12,2018-01-15
"1659","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Blattodea",0,2018-01-12,2018-01-15
"1660","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Araneae",0,2018-01-12,2018-01-15
"1661","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Isoptera",0,2018-01-12,2018-01-15
"1662","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Partial",0,2018-01-12,2018-01-15
"1663","GuamRacetrackL2","Guam","Racetrack","L2","r","r","Trichoptera",0,2018-01-12,2018-01-15
"1664","GuamRacetrackL2","Guam","Racetrack","L2","r","r","other",0,2018-01-12,2018-01-15
"1665","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Diptera",0,2018-01-12,2018-01-15
"1666","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Hemiptera",0,2018-01-12,2018-01-15
"1667","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Coleoptera",0,2018-01-12,2018-01-15
"1668","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Formicidae",1,2018-01-12,2018-01-15
"1669","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Apoidea",0,2018-01-12,2018-01-15
"1670","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Crabronidae",0,2018-01-12,2018-01-15
"1671","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Lepidoptera",0,2018-01-12,2018-01-15
"1672","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Blattodea",0,2018-01-12,2018-01-15
"1673","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Araneae",0,2018-01-12,2018-01-15
"1674","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Isoptera",0,2018-01-12,2018-01-15
"1675","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Partial",0,2018-01-12,2018-01-15
"1676","GuamRacetrackL3","Guam","Racetrack","L3","r","r","Trichoptera",0,2018-01-12,2018-01-15
"1677","GuamRacetrackL3","Guam","Racetrack","L3","r","r","other",0,2018-01-12,2018-01-15
"1678","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Diptera",0,2018-01-12,2018-01-15
"1679","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Hemiptera",0,2018-01-12,2018-01-15
"1680","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Coleoptera",0,2018-01-12,2018-01-15
"1681","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Formicidae",2,2018-01-12,2018-01-15
"1682","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Apoidea",0,2018-01-12,2018-01-15
"1683","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Crabronidae",1,2018-01-12,2018-01-15
"1684","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Lepidoptera",0,2018-01-12,2018-01-15
"1685","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Blattodea",0,2018-01-12,2018-01-15
"1686","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Araneae",0,2018-01-12,2018-01-15
"1687","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Isoptera",1,2018-01-12,2018-01-15
"1688","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Partial",0,2018-01-12,2018-01-15
"1689","GuamRacetrackL3","Guam","Racetrack","L3","r","y","Trichoptera",0,2018-01-12,2018-01-15
"1690","GuamRacetrackL3","Guam","Racetrack","L3","r","y","other",0,2018-01-12,2018-01-15
"1691","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Diptera",0,2018-01-12,2018-01-15
"1692","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Hemiptera",0,2018-01-12,2018-01-15
"1693","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Coleoptera",0,2018-01-12,2018-01-15
"1694","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Formicidae",1,2018-01-12,2018-01-15
"1695","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Apoidea",0,2018-01-12,2018-01-15
"1696","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Crabronidae",0,2018-01-12,2018-01-15
"1697","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Lepidoptera",0,2018-01-12,2018-01-15
"1698","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Blattodea",0,2018-01-12,2018-01-15
"1699","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Araneae",0,2018-01-12,2018-01-15
"1700","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Isoptera",0,2018-01-12,2018-01-15
"1701","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Partial",0,2018-01-12,2018-01-15
"1702","GuamRacetrackL3","Guam","Racetrack","L3","y","r","Trichoptera",0,2018-01-12,2018-01-15
"1703","GuamRacetrackL3","Guam","Racetrack","L3","y","r","other",0,2018-01-12,2018-01-15
"1704","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Diptera",0,2018-01-12,2018-01-15
"1705","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Hemiptera",0,2018-01-12,2018-01-15
"1706","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Coleoptera",0,2018-01-12,2018-01-15
"1707","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Formicidae",1,2018-01-12,2018-01-15
"1708","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Apoidea",0,2018-01-12,2018-01-15
"1709","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Crabronidae",2,2018-01-12,2018-01-15
"1710","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Lepidoptera",0,2018-01-12,2018-01-15
"1711","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Blattodea",0,2018-01-12,2018-01-15
"1712","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Araneae",0,2018-01-12,2018-01-15
"1713","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Isoptera",0,2018-01-12,2018-01-15
"1714","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Partial",0,2018-01-12,2018-01-15
"1715","GuamRacetrackL3","Guam","Racetrack","L3","y","w","Trichoptera",0,2018-01-12,2018-01-15
"1716","GuamRacetrackL3","Guam","Racetrack","L3","y","w","other",0,2018-01-12,2018-01-15
"1717","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Diptera",0,2018-01-12,2018-01-15
"1718","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Hemiptera",0,2018-01-12,2018-01-15
"1719","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Coleoptera",0,2018-01-12,2018-01-15
"1720","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Formicidae",0,2018-01-12,2018-01-15
"1721","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Apoidea",0,2018-01-12,2018-01-15
"1722","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Crabronidae",0,2018-01-12,2018-01-15
"1723","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Lepidoptera",1,2018-01-12,2018-01-15
"1724","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Blattodea",0,2018-01-12,2018-01-15
"1725","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Araneae",0,2018-01-12,2018-01-15
"1726","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Isoptera",0,2018-01-12,2018-01-15
"1727","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Partial",0,2018-01-12,2018-01-15
"1728","GuamRacetrackL3","Guam","Racetrack","L3","y","b","Trichoptera",0,2018-01-12,2018-01-15
"1729","GuamRacetrackL3","Guam","Racetrack","L3","y","b","other",0,2018-01-12,2018-01-15
"1730","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Diptera",0,2018-01-12,2018-01-15
"1731","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Hemiptera",0,2018-01-12,2018-01-15
"1732","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Coleoptera",0,2018-01-12,2018-01-15
"1733","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Formicidae",4,2018-01-12,2018-01-15
"1734","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Apoidea",5,2018-01-12,2018-01-15
"1735","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Crabronidae",0,2018-01-12,2018-01-15
"1736","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Lepidoptera",0,2018-01-12,2018-01-15
"1737","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Blattodea",0,2018-01-12,2018-01-15
"1738","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Araneae",0,2018-01-12,2018-01-15
"1739","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Isoptera",0,2018-01-12,2018-01-15
"1740","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Partial",0,2018-01-12,2018-01-15
"1741","GuamRacetrackL3","Guam","Racetrack","L3","y","y","Trichoptera",0,2018-01-12,2018-01-15
"1742","GuamRacetrackL3","Guam","Racetrack","L3","y","y","other",1,2018-01-12,2018-01-15
"1743","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Diptera",0,2018-01-12,2018-01-15
"1744","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Hemiptera",0,2018-01-12,2018-01-15
"1745","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Coleoptera",0,2018-01-12,2018-01-15
"1746","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Formicidae",1,2018-01-12,2018-01-15
"1747","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Apoidea",0,2018-01-12,2018-01-15
"1748","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Crabronidae",0,2018-01-12,2018-01-15
"1749","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Lepidoptera",0,2018-01-12,2018-01-15
"1750","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Blattodea",0,2018-01-12,2018-01-15
"1751","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Araneae",0,2018-01-12,2018-01-15
"1752","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Isoptera",0,2018-01-12,2018-01-15
"1753","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Partial",0,2018-01-12,2018-01-15
"1754","GuamRacetrackL3","Guam","Racetrack","L3","w","b","Trichoptera",0,2018-01-12,2018-01-15
"1755","GuamRacetrackL3","Guam","Racetrack","L3","w","b","other",0,2018-01-12,2018-01-15
"1756","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Diptera",3,2018-01-12,2018-01-15
"1757","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Hemiptera",0,2018-01-12,2018-01-15
"1758","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Coleoptera",0,2018-01-12,2018-01-15
"1759","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Formicidae",0,2018-01-12,2018-01-15
"1760","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Apoidea",0,2018-01-12,2018-01-15
"1761","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Crabronidae",2,2018-01-12,2018-01-15
"1762","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Lepidoptera",0,2018-01-12,2018-01-15
"1763","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Blattodea",0,2018-01-12,2018-01-15
"1764","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Araneae",0,2018-01-12,2018-01-15
"1765","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Isoptera",0,2018-01-12,2018-01-15
"1766","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Partial",0,2018-01-12,2018-01-15
"1767","GuamRacetrackL3","Guam","Racetrack","L3","w","y","Trichoptera",1,2018-01-12,2018-01-15
"1768","GuamRacetrackL3","Guam","Racetrack","L3","w","y","other",0,2018-01-12,2018-01-15
"1769","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Diptera",1,2018-01-12,2018-01-15
"1770","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Hemiptera",0,2018-01-12,2018-01-15
"1771","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Coleoptera",0,2018-01-12,2018-01-15
"1772","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Formicidae",1,2018-01-12,2018-01-15
"1773","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Apoidea",0,2018-01-12,2018-01-15
"1774","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Crabronidae",1,2018-01-12,2018-01-15
"1775","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Lepidoptera",1,2018-01-12,2018-01-15
"1776","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Blattodea",0,2018-01-12,2018-01-15
"1777","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Araneae",2,2018-01-12,2018-01-15
"1778","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Isoptera",0,2018-01-12,2018-01-15
"1779","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Partial",0,2018-01-12,2018-01-15
"1780","GuamRacetrackL3","Guam","Racetrack","L3","b","b","Trichoptera",0,2018-01-12,2018-01-15
"1781","GuamRacetrackL3","Guam","Racetrack","L3","b","b","other",0,2018-01-12,2018-01-15
"1782","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Diptera",0,2018-01-12,2018-01-15
"1783","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Hemiptera",0,2018-01-12,2018-01-15
"1784","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Coleoptera",0,2018-01-12,2018-01-15
"1785","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Formicidae",0,2018-01-12,2018-01-15
"1786","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Apoidea",0,2018-01-12,2018-01-15
"1787","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Crabronidae",0,2018-01-12,2018-01-15
"1788","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Lepidoptera",0,2018-01-12,2018-01-15
"1789","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Blattodea",0,2018-01-12,2018-01-15
"1790","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Araneae",0,2018-01-12,2018-01-15
"1791","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Isoptera",0,2018-01-12,2018-01-15
"1792","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Partial",0,2018-01-12,2018-01-15
"1793","GuamRacetrackL3","Guam","Racetrack","L3","b","r","Trichoptera",0,2018-01-12,2018-01-15
"1794","GuamRacetrackL3","Guam","Racetrack","L3","b","r","other",0,2018-01-12,2018-01-15
"1795","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Diptera",3,2018-01-12,2018-01-15
"1796","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Hemiptera",0,2018-01-12,2018-01-15
"1797","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Coleoptera",0,2018-01-12,2018-01-15
"1798","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Formicidae",5,2018-01-12,2018-01-15
"1799","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Apoidea",1,2018-01-12,2018-01-15
"1800","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Crabronidae",2,2018-01-12,2018-01-15
"1801","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Lepidoptera",1,2018-01-12,2018-01-15
"1802","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Blattodea",0,2018-01-12,2018-01-15
"1803","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Araneae",1,2018-01-12,2018-01-15
"1804","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Isoptera",0,2018-01-12,2018-01-15
"1805","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Partial",0,2018-01-12,2018-01-15
"1806","GuamRacetrackL3","Guam","Racetrack","L3","b","w","Trichoptera",0,2018-01-12,2018-01-15
"1807","GuamRacetrackL3","Guam","Racetrack","L3","b","w","other",0,2018-01-12,2018-01-15
"1808","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Diptera",2,2018-01-12,2018-01-15
"1809","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Hemiptera",0,2018-01-12,2018-01-15
"1810","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Coleoptera",0,2018-01-12,2018-01-15
"1811","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Formicidae",17,2018-01-12,2018-01-15
"1812","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Apoidea",1,2018-01-12,2018-01-15
"1813","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Crabronidae",2,2018-01-12,2018-01-15
"1814","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Lepidoptera",0,2018-01-12,2018-01-15
"1815","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Blattodea",0,2018-01-12,2018-01-15
"1816","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Araneae",0,2018-01-12,2018-01-15
"1817","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Isoptera",0,2018-01-12,2018-01-15
"1818","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Partial",0,2018-01-12,2018-01-15
"1819","GuamRacetrackL3","Guam","Racetrack","L3","b","y","Trichoptera",1,2018-01-12,2018-01-15
"1820","GuamRacetrackL3","Guam","Racetrack","L3","b","y","other",0,2018-01-12,2018-01-15
"1821","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Diptera",0,2018-01-12,2018-01-15
"1822","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Hemiptera",0,2018-01-12,2018-01-15
"1823","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Coleoptera",0,2018-01-12,2018-01-15
"1824","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Formicidae",0,2018-01-12,2018-01-15
"1825","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Apoidea",0,2018-01-12,2018-01-15
"1826","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Crabronidae",0,2018-01-12,2018-01-15
"1827","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Lepidoptera",0,2018-01-12,2018-01-15
"1828","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Blattodea",0,2018-01-12,2018-01-15
"1829","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Araneae",0,2018-01-12,2018-01-15
"1830","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Isoptera",0,2018-01-12,2018-01-15
"1831","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Partial",0,2018-01-12,2018-01-15
"1832","GuamRacetrackL3","Guam","Racetrack","L3","w","w","Trichoptera",0,2018-01-12,2018-01-15
"1833","GuamRacetrackL3","Guam","Racetrack","L3","w","w","other",0,2018-01-12,2018-01-15
"1834","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Diptera",0,2018-01-12,2018-01-15
"1835","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Hemiptera",0,2018-01-12,2018-01-15
"1836","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Coleoptera",0,2018-01-12,2018-01-15
"1837","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Formicidae",1,2018-01-12,2018-01-15
"1838","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Apoidea",0,2018-01-12,2018-01-15
"1839","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Crabronidae",0,2018-01-12,2018-01-15
"1840","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Lepidoptera",0,2018-01-12,2018-01-15
"1841","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Blattodea",0,2018-01-12,2018-01-15
"1842","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Araneae",0,2018-01-12,2018-01-15
"1843","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Isoptera",0,2018-01-12,2018-01-15
"1844","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Partial",0,2018-01-12,2018-01-15
"1845","GuamRacetrackL3","Guam","Racetrack","L3","w","r","Trichoptera",0,2018-01-12,2018-01-15
"1846","GuamRacetrackL3","Guam","Racetrack","L3","w","r","other",1,2018-01-12,2018-01-15
"1847","GuamRacetrackL3","Guam","Racetrack","L3","r","b","Diptera",1,2018-01-12,2018-01-15
"1848","GuamRacetrackL3","Guam","Racetrack","L3","r","b","Hemiptera",0,2018-01-12,2018-01-15
"1849","GuamRacetrackL3","Guam","Racetrack","L3","r","b","Coleoptera",0,2018-01-12,2018-01-15
"1850","GuamRacetrackL3","Guam","Racetrack","L3","r","b","Formicidae",4,2018-01-12,2018-01-15
"1851","GuamRacetrackL3","Guam","Racetrack","L3","r","b","Apoidea",0,2018-01-12,2018-01-15
"1852","GuamRacetrackL3","Guam","Racetrack","L3","r","b","Crabronidae",0,2018-01-12,2018-01-15
"1853","GuamRacetrackL3","Guam","Racetrack","L3","r","b","Lepidoptera",0,2018-01-12,2018-01-15
